"gen","scenario","seed","gwas_type","fpr"
4,"5xAM + VT (5%)",23,"Sibling GWAS",0.0474375
5,"5xAM + VT (5%)",23,"Sibling GWAS",0.0483125
0,"RM",24,"Sibling GWAS",0.0505
1,"RM",24,"Sibling GWAS",0.047875
2,"RM",24,"Sibling GWAS",0.0531875
3,"RM",24,"Sibling GWAS",0.0473125
4,"RM",24,"Sibling GWAS",0.0485
5,"RM",24,"Sibling GWAS",0.0490625
0,"RM + VT (5%)",24,"Sibling GWAS",0.0489375
1,"RM + VT (5%)",24,"Sibling GWAS",0.049
2,"RM + VT (5%)",24,"Sibling GWAS",0.049875
3,"RM + VT (5%)",24,"Sibling GWAS",0.0494375
4,"RM + VT (5%)",24,"Sibling GWAS",0.052875
5,"RM + VT (5%)",24,"Sibling GWAS",0.050375
0,"5xAM",24,"Sibling GWAS",0.0485
1,"5xAM",24,"Sibling GWAS",0.051375
2,"5xAM",24,"Sibling GWAS",0.047625
3,"5xAM",24,"Sibling GWAS",0.052625
4,"5xAM",24,"Sibling GWAS",0.0531875
5,"5xAM",24,"Sibling GWAS",0.0525
0,"5xAM + VT (5%)",24,"Sibling GWAS",0.0508125
1,"5xAM + VT (5%)",24,"Sibling GWAS",0.052875
2,"5xAM + VT (5%)",24,"Sibling GWAS",0.0491875
3,"5xAM + VT (5%)",24,"Sibling GWAS",0.048625
4,"5xAM + VT (5%)",24,"Sibling GWAS",0.0509375
5,"5xAM + VT (5%)",24,"Sibling GWAS",0.0520625
0,"RM",25,"Sibling GWAS",0.0501875
1,"RM",25,"Sibling GWAS",0.0498125
2,"RM",25,"Sibling GWAS",0.05025
3,"RM",25,"Sibling GWAS",0.0499375
4,"RM",25,"Sibling GWAS",0.04775
5,"RM",25,"Sibling GWAS",0.051
0,"RM + VT (5%)",25,"Sibling GWAS",0.0505
1,"RM + VT (5%)",25,"Sibling GWAS",0.0456875
2,"RM + VT (5%)",25,"Sibling GWAS",0.0495
3,"RM + VT (5%)",25,"Sibling GWAS",0.0520625
4,"RM + VT (5%)",25,"Sibling GWAS",0.0480625
5,"RM + VT (5%)",25,"Sibling GWAS",0.0524375
0,"5xAM",25,"Sibling GWAS",0.0545
1,"5xAM",25,"Sibling GWAS",0.0489375
2,"5xAM",25,"Sibling GWAS",0.0484375
3,"5xAM",25,"Sibling GWAS",0.04875
4,"5xAM",25,"Sibling GWAS",0.052625
5,"5xAM",25,"Sibling GWAS",0.0474375
0,"5xAM + VT (5%)",25,"Sibling GWAS",0.051625
1,"5xAM + VT (5%)",25,"Sibling GWAS",0.049875
2,"5xAM + VT (5%)",25,"Sibling GWAS",0.0494375
3,"5xAM + VT (5%)",25,"Sibling GWAS",0.053625
4,"5xAM + VT (5%)",25,"Sibling GWAS",0.0478125
5,"5xAM + VT (5%)",25,"Sibling GWAS",0.0485
0,"RM",26,"Sibling GWAS",0.048625
1,"RM",26,"Sibling GWAS",0.0515625
2,"RM",26,"Sibling GWAS",0.0498125
3,"RM",26,"Sibling GWAS",0.049125
4,"RM",26,"Sibling GWAS",0.052625
5,"RM",26,"Sibling GWAS",0.0515
0,"RM + VT (5%)",26,"Sibling GWAS",0.0488125
1,"RM + VT (5%)",26,"Sibling GWAS",0.0480625
2,"RM + VT (5%)",26,"Sibling GWAS",0.051375
3,"RM + VT (5%)",26,"Sibling GWAS",0.049875
4,"RM + VT (5%)",26,"Sibling GWAS",0.0513125
5,"RM + VT (5%)",26,"Sibling GWAS",0.047
0,"5xAM",26,"Sibling GWAS",0.0490625
1,"5xAM",26,"Sibling GWAS",0.0476875
2,"5xAM",26,"Sibling GWAS",0.050375
3,"5xAM",26,"Sibling GWAS",0.047125
4,"5xAM",26,"Sibling GWAS",0.0505625
5,"5xAM",26,"Sibling GWAS",0.048625
0,"5xAM + VT (5%)",26,"Sibling GWAS",0.0490625
1,"5xAM + VT (5%)",26,"Sibling GWAS",0.05
2,"5xAM + VT (5%)",26,"Sibling GWAS",0.047875
3,"5xAM + VT (5%)",26,"Sibling GWAS",0.0499375
4,"5xAM + VT (5%)",26,"Sibling GWAS",0.0506875
5,"5xAM + VT (5%)",26,"Sibling GWAS",0.0521875
0,"RM",27,"Sibling GWAS",0.0481875
1,"RM",27,"Sibling GWAS",0.048875
2,"RM",27,"Sibling GWAS",0.0495
3,"RM",27,"Sibling GWAS",0.0498125
4,"RM",27,"Sibling GWAS",0.052375
5,"RM",27,"Sibling GWAS",0.0485625
0,"RM + VT (5%)",27,"Sibling GWAS",0.0511875
1,"RM + VT (5%)",27,"Sibling GWAS",0.051375
2,"RM + VT (5%)",27,"Sibling GWAS",0.0498125
3,"RM + VT (5%)",27,"Sibling GWAS",0.0505625
4,"RM + VT (5%)",27,"Sibling GWAS",0.053875
5,"RM + VT (5%)",27,"Sibling GWAS",0.0490625
0,"5xAM",27,"Sibling GWAS",0.05075
1,"5xAM",27,"Sibling GWAS",0.0519375
2,"5xAM",27,"Sibling GWAS",0.0505625
3,"5xAM",27,"Sibling GWAS",0.0506875
4,"5xAM",27,"Sibling GWAS",0.0488125
5,"5xAM",27,"Sibling GWAS",0.0493125
0,"5xAM + VT (5%)",27,"Sibling GWAS",0.052875
1,"5xAM + VT (5%)",27,"Sibling GWAS",0.053125
2,"5xAM + VT (5%)",27,"Sibling GWAS",0.049125
3,"5xAM + VT (5%)",27,"Sibling GWAS",0.0500625
4,"5xAM + VT (5%)",27,"Sibling GWAS",0.048125
5,"5xAM + VT (5%)",27,"Sibling GWAS",0.050125
0,"RM",28,"Sibling GWAS",0.0545
1,"RM",28,"Sibling GWAS",0.0515625
2,"RM",28,"Sibling GWAS",0.0498125
3,"RM",28,"Sibling GWAS",0.0504375
4,"RM",28,"Sibling GWAS",0.049875
5,"RM",28,"Sibling GWAS",0.0489375
0,"RM + VT (5%)",28,"Sibling GWAS",0.0498125
1,"RM + VT (5%)",28,"Sibling GWAS",0.05
2,"RM + VT (5%)",28,"Sibling GWAS",0.0508125
3,"RM + VT (5%)",28,"Sibling GWAS",0.0466875
4,"RM + VT (5%)",28,"Sibling GWAS",0.050875
5,"RM + VT (5%)",28,"Sibling GWAS",0.052
0,"5xAM",28,"Sibling GWAS",0.05
1,"5xAM",28,"Sibling GWAS",0.049
2,"5xAM",28,"Sibling GWAS",0.0499375
3,"5xAM",28,"Sibling GWAS",0.0466875
4,"5xAM",28,"Sibling GWAS",0.051875
5,"5xAM",28,"Sibling GWAS",0.0504375
0,"5xAM + VT (5%)",28,"Sibling GWAS",0.052625
1,"5xAM + VT (5%)",28,"Sibling GWAS",0.0459375
2,"5xAM + VT (5%)",28,"Sibling GWAS",0.0498125
3,"5xAM + VT (5%)",28,"Sibling GWAS",0.0511875
4,"5xAM + VT (5%)",28,"Sibling GWAS",0.0490625
5,"5xAM + VT (5%)",28,"Sibling GWAS",0.0496875
0,"RM",29,"Sibling GWAS",0.0495
1,"RM",29,"Sibling GWAS",0.0506875
2,"RM",29,"Sibling GWAS",0.0519375
3,"RM",29,"Sibling GWAS",0.0516875
4,"RM",29,"Sibling GWAS",0.050125
5,"RM",29,"Sibling GWAS",0.048875
0,"RM + VT (5%)",29,"Sibling GWAS",0.0495625
1,"RM + VT (5%)",29,"Sibling GWAS",0.048375
2,"RM + VT (5%)",29,"Sibling GWAS",0.0486875
3,"RM + VT (5%)",29,"Sibling GWAS",0.053125
4,"RM + VT (5%)",29,"Sibling GWAS",0.051875
5,"RM + VT (5%)",29,"Sibling GWAS",0.0498125
0,"5xAM",29,"Sibling GWAS",0.0505625
1,"5xAM",29,"Sibling GWAS",0.051125
2,"5xAM",29,"Sibling GWAS",0.0489375
3,"5xAM",29,"Sibling GWAS",0.05
4,"5xAM",29,"Sibling GWAS",0.048875
5,"5xAM",29,"Sibling GWAS",0.0473125
0,"5xAM + VT (5%)",29,"Sibling GWAS",0.05
1,"5xAM + VT (5%)",29,"Sibling GWAS",0.05
2,"5xAM + VT (5%)",29,"Sibling GWAS",0.0480625
3,"5xAM + VT (5%)",29,"Sibling GWAS",0.0461875
4,"5xAM + VT (5%)",29,"Sibling GWAS",0.050125
5,"5xAM + VT (5%)",29,"Sibling GWAS",0.0521875
0,"RM",3,"Sibling GWAS",0.047375
1,"RM",3,"Sibling GWAS",0.051625
2,"RM",3,"Sibling GWAS",0.047
3,"RM",3,"Sibling GWAS",0.0495
4,"RM",3,"Sibling GWAS",0.0515625
5,"RM",3,"Sibling GWAS",0.0515625
0,"RM + VT (5%)",3,"Sibling GWAS",0.0486875
1,"RM + VT (5%)",3,"Sibling GWAS",0.0485625
2,"RM + VT (5%)",3,"Sibling GWAS",0.049375
3,"RM + VT (5%)",3,"Sibling GWAS",0.049875
4,"RM + VT (5%)",3,"Sibling GWAS",0.0499375
5,"RM + VT (5%)",3,"Sibling GWAS",0.05225
0,"5xAM",3,"Sibling GWAS",0.049375
1,"5xAM",3,"Sibling GWAS",0.0463125
2,"5xAM",3,"Sibling GWAS",0.0498125
3,"5xAM",3,"Sibling GWAS",0.0518125
4,"5xAM",3,"Sibling GWAS",0.05125
5,"5xAM",3,"Sibling GWAS",0.0510625
0,"5xAM + VT (5%)",3,"Sibling GWAS",0.0496875
1,"5xAM + VT (5%)",3,"Sibling GWAS",0.052
2,"5xAM + VT (5%)",3,"Sibling GWAS",0.0465625
3,"5xAM + VT (5%)",3,"Sibling GWAS",0.0540625
4,"5xAM + VT (5%)",3,"Sibling GWAS",0.04975
5,"5xAM + VT (5%)",3,"Sibling GWAS",0.0510625
0,"RM",30,"Sibling GWAS",0.046875
1,"RM",30,"Sibling GWAS",0.0493125
2,"RM",30,"Sibling GWAS",0.051625
3,"RM",30,"Sibling GWAS",0.0490625
4,"RM",30,"Sibling GWAS",0.050125
5,"RM",30,"Sibling GWAS",0.0455
0,"RM + VT (5%)",30,"Sibling GWAS",0.050375
1,"RM + VT (5%)",30,"Sibling GWAS",0.0496875
2,"RM + VT (5%)",30,"Sibling GWAS",0.0476875
3,"RM + VT (5%)",30,"Sibling GWAS",0.051125
4,"RM + VT (5%)",30,"Sibling GWAS",0.0495625
5,"RM + VT (5%)",30,"Sibling GWAS",0.049
0,"5xAM",30,"Sibling GWAS",0.050625
1,"5xAM",30,"Sibling GWAS",0.0484375
2,"5xAM",30,"Sibling GWAS",0.0515625
3,"5xAM",30,"Sibling GWAS",0.0519375
4,"5xAM",30,"Sibling GWAS",0.0511875
5,"5xAM",30,"Sibling GWAS",0.0503125
0,"5xAM + VT (5%)",30,"Sibling GWAS",0.05075
1,"5xAM + VT (5%)",30,"Sibling GWAS",0.048125
2,"5xAM + VT (5%)",30,"Sibling GWAS",0.0518125
3,"5xAM + VT (5%)",30,"Sibling GWAS",0.0476875
4,"5xAM + VT (5%)",30,"Sibling GWAS",0.0501875
5,"5xAM + VT (5%)",30,"Sibling GWAS",0.0480625
0,"RM",31,"Sibling GWAS",0.0499375
1,"RM",31,"Sibling GWAS",0.049375
2,"RM",31,"Sibling GWAS",0.0489375
3,"RM",31,"Sibling GWAS",0.0495
4,"RM",31,"Sibling GWAS",0.050625
5,"RM",31,"Sibling GWAS",0.0510625
0,"RM + VT (5%)",31,"Sibling GWAS",0.0520625
1,"RM + VT (5%)",31,"Sibling GWAS",0.0531875
2,"RM + VT (5%)",31,"Sibling GWAS",0.051875
3,"RM + VT (5%)",31,"Sibling GWAS",0.0515625
4,"RM + VT (5%)",31,"Sibling GWAS",0.0503125
5,"RM + VT (5%)",31,"Sibling GWAS",0.0515
0,"5xAM",31,"Sibling GWAS",0.049375
1,"5xAM",31,"Sibling GWAS",0.0485
2,"5xAM",31,"Sibling GWAS",0.0505625
3,"5xAM",31,"Sibling GWAS",0.048
4,"5xAM",31,"Sibling GWAS",0.0515
5,"5xAM",31,"Sibling GWAS",0.050875
0,"5xAM + VT (5%)",31,"Sibling GWAS",0.047375
1,"5xAM + VT (5%)",31,"Sibling GWAS",0.051375
2,"5xAM + VT (5%)",31,"Sibling GWAS",0.05275
3,"5xAM + VT (5%)",31,"Sibling GWAS",0.048375
4,"5xAM + VT (5%)",31,"Sibling GWAS",0.05025
5,"5xAM + VT (5%)",31,"Sibling GWAS",0.0465
0,"RM",32,"Sibling GWAS",0.0509375
1,"RM",32,"Sibling GWAS",0.0520625
2,"RM",32,"Sibling GWAS",0.048375
3,"RM",32,"Sibling GWAS",0.0521875
4,"RM",32,"Sibling GWAS",0.0494375
5,"RM",32,"Sibling GWAS",0.0518125
0,"RM + VT (5%)",32,"Sibling GWAS",0.0486875
1,"RM + VT (5%)",32,"Sibling GWAS",0.0505625
2,"RM + VT (5%)",32,"Sibling GWAS",0.050875
3,"RM + VT (5%)",32,"Sibling GWAS",0.05025
4,"RM + VT (5%)",32,"Sibling GWAS",0.05025
5,"RM + VT (5%)",32,"Sibling GWAS",0.0498125
0,"5xAM",32,"Sibling GWAS",0.0505625
1,"5xAM",32,"Sibling GWAS",0.0478125
2,"5xAM",32,"Sibling GWAS",0.0474375
3,"5xAM",32,"Sibling GWAS",0.0503125
4,"5xAM",32,"Sibling GWAS",0.05075
5,"5xAM",32,"Sibling GWAS",0.049375
0,"5xAM + VT (5%)",32,"Sibling GWAS",0.04875
1,"5xAM + VT (5%)",32,"Sibling GWAS",0.0511875
2,"5xAM + VT (5%)",32,"Sibling GWAS",0.0489375
3,"5xAM + VT (5%)",32,"Sibling GWAS",0.0503125
4,"5xAM + VT (5%)",32,"Sibling GWAS",0.0481875
5,"5xAM + VT (5%)",32,"Sibling GWAS",0.046375
0,"RM",33,"Sibling GWAS",0.054
1,"RM",33,"Sibling GWAS",0.052625
2,"RM",33,"Sibling GWAS",0.0505625
3,"RM",33,"Sibling GWAS",0.04925
4,"RM",33,"Sibling GWAS",0.0500625
5,"RM",33,"Sibling GWAS",0.0486875
0,"RM + VT (5%)",33,"Sibling GWAS",0.046875
1,"RM + VT (5%)",33,"Sibling GWAS",0.05
2,"RM + VT (5%)",33,"Sibling GWAS",0.0486875
3,"RM + VT (5%)",33,"Sibling GWAS",0.04675
4,"RM + VT (5%)",33,"Sibling GWAS",0.048375
5,"RM + VT (5%)",33,"Sibling GWAS",0.0523125
0,"5xAM",33,"Sibling GWAS",0.0509375
1,"5xAM",33,"Sibling GWAS",0.0481875
2,"5xAM",33,"Sibling GWAS",0.05025
3,"5xAM",33,"Sibling GWAS",0.0500625
4,"5xAM",33,"Sibling GWAS",0.050375
5,"5xAM",33,"Sibling GWAS",0.055
0,"5xAM + VT (5%)",33,"Sibling GWAS",0.0503125
1,"5xAM + VT (5%)",33,"Sibling GWAS",0.0505
2,"5xAM + VT (5%)",33,"Sibling GWAS",0.05075
3,"5xAM + VT (5%)",33,"Sibling GWAS",0.0521875
4,"5xAM + VT (5%)",33,"Sibling GWAS",0.051375
5,"5xAM + VT (5%)",33,"Sibling GWAS",0.0468125
0,"RM",34,"Sibling GWAS",0.050125
1,"RM",34,"Sibling GWAS",0.0506875
2,"RM",34,"Sibling GWAS",0.0491875
3,"RM",34,"Sibling GWAS",0.0495
4,"RM",34,"Sibling GWAS",0.0478125
5,"RM",34,"Sibling GWAS",0.0514375
0,"RM + VT (5%)",34,"Sibling GWAS",0.05
1,"RM + VT (5%)",34,"Sibling GWAS",0.05025
2,"RM + VT (5%)",34,"Sibling GWAS",0.0465
3,"RM + VT (5%)",34,"Sibling GWAS",0.0515625
4,"RM + VT (5%)",34,"Sibling GWAS",0.0488125
5,"RM + VT (5%)",34,"Sibling GWAS",0.0495625
0,"5xAM",34,"Sibling GWAS",0.0495625
1,"5xAM",34,"Sibling GWAS",0.0503125
2,"5xAM",34,"Sibling GWAS",0.050375
3,"5xAM",34,"Sibling GWAS",0.050125
4,"5xAM",34,"Sibling GWAS",0.0516875
5,"5xAM",34,"Sibling GWAS",0.050125
0,"5xAM + VT (5%)",34,"Sibling GWAS",0.052375
1,"5xAM + VT (5%)",34,"Sibling GWAS",0.0513125
2,"5xAM + VT (5%)",34,"Sibling GWAS",0.0515625
3,"5xAM + VT (5%)",34,"Sibling GWAS",0.0485
4,"5xAM + VT (5%)",34,"Sibling GWAS",0.0494375
5,"5xAM + VT (5%)",34,"Sibling GWAS",0.0475
0,"RM",35,"Sibling GWAS",0.0500625
1,"RM",35,"Sibling GWAS",0.0490625
2,"RM",35,"Sibling GWAS",0.04775
3,"RM",35,"Sibling GWAS",0.0500625
4,"RM",35,"Sibling GWAS",0.0485
5,"RM",35,"Sibling GWAS",0.052
0,"RM + VT (5%)",35,"Sibling GWAS",0.04775
1,"RM + VT (5%)",35,"Sibling GWAS",0.052
2,"RM + VT (5%)",35,"Sibling GWAS",0.046125
3,"RM + VT (5%)",35,"Sibling GWAS",0.04825
4,"RM + VT (5%)",35,"Sibling GWAS",0.05
5,"RM + VT (5%)",35,"Sibling GWAS",0.046875
0,"5xAM",35,"Sibling GWAS",0.0483125
1,"5xAM",35,"Sibling GWAS",0.050625
2,"5xAM",35,"Sibling GWAS",0.0476875
3,"5xAM",35,"Sibling GWAS",0.050875
4,"5xAM",35,"Sibling GWAS",0.0505625
5,"5xAM",35,"Sibling GWAS",0.050875
0,"5xAM + VT (5%)",35,"Sibling GWAS",0.0518125
1,"5xAM + VT (5%)",35,"Sibling GWAS",0.0505
2,"5xAM + VT (5%)",35,"Sibling GWAS",0.0510625
3,"5xAM + VT (5%)",35,"Sibling GWAS",0.051625
4,"5xAM + VT (5%)",35,"Sibling GWAS",0.0509375
5,"5xAM + VT (5%)",35,"Sibling GWAS",0.0484375
0,"RM",36,"Sibling GWAS",0.0516875
1,"RM",36,"Sibling GWAS",0.0505
2,"RM",36,"Sibling GWAS",0.048
3,"RM",36,"Sibling GWAS",0.048375
4,"RM",36,"Sibling GWAS",0.0523125
5,"RM",36,"Sibling GWAS",0.0505
0,"RM + VT (5%)",36,"Sibling GWAS",0.049125
1,"RM + VT (5%)",36,"Sibling GWAS",0.051125
2,"RM + VT (5%)",36,"Sibling GWAS",0.051625
3,"RM + VT (5%)",36,"Sibling GWAS",0.0510625
4,"RM + VT (5%)",36,"Sibling GWAS",0.0520625
5,"RM + VT (5%)",36,"Sibling GWAS",0.0513125
0,"5xAM",36,"Sibling GWAS",0.050625
1,"5xAM",36,"Sibling GWAS",0.0474375
2,"5xAM",36,"Sibling GWAS",0.0529375
3,"5xAM",36,"Sibling GWAS",0.0514375
4,"5xAM",36,"Sibling GWAS",0.050625
5,"5xAM",36,"Sibling GWAS",0.0484375
0,"5xAM + VT (5%)",36,"Sibling GWAS",0.0520625
1,"5xAM + VT (5%)",36,"Sibling GWAS",0.0526875
2,"5xAM + VT (5%)",36,"Sibling GWAS",0.04925
3,"5xAM + VT (5%)",36,"Sibling GWAS",0.049625
4,"5xAM + VT (5%)",36,"Sibling GWAS",0.0493125
5,"5xAM + VT (5%)",36,"Sibling GWAS",0.0505625
0,"RM",37,"Sibling GWAS",0.0490625
1,"RM",37,"Sibling GWAS",0.04975
2,"RM",37,"Sibling GWAS",0.0505625
3,"RM",37,"Sibling GWAS",0.053375
4,"RM",37,"Sibling GWAS",0.051375
5,"RM",37,"Sibling GWAS",0.0513125
0,"RM + VT (5%)",37,"Sibling GWAS",0.049125
1,"RM + VT (5%)",37,"Sibling GWAS",0.0496875
2,"RM + VT (5%)",37,"Sibling GWAS",0.04975
3,"RM + VT (5%)",37,"Sibling GWAS",0.0489375
4,"RM + VT (5%)",37,"Sibling GWAS",0.0499375
5,"RM + VT (5%)",37,"Sibling GWAS",0.054375
0,"5xAM",37,"Sibling GWAS",0.0514375
1,"5xAM",37,"Sibling GWAS",0.050125
2,"5xAM",37,"Sibling GWAS",0.0489375
3,"5xAM",37,"Sibling GWAS",0.04875
4,"5xAM",37,"Sibling GWAS",0.0500625
5,"5xAM",37,"Sibling GWAS",0.050875
0,"5xAM + VT (5%)",37,"Sibling GWAS",0.0498125
1,"5xAM + VT (5%)",37,"Sibling GWAS",0.0465
2,"5xAM + VT (5%)",37,"Sibling GWAS",0.052125
3,"5xAM + VT (5%)",37,"Sibling GWAS",0.0511875
4,"5xAM + VT (5%)",37,"Sibling GWAS",0.0528125
5,"5xAM + VT (5%)",37,"Sibling GWAS",0.0505625
0,"RM",38,"Sibling GWAS",0.04875
1,"RM",38,"Sibling GWAS",0.0508125
2,"RM",38,"Sibling GWAS",0.0493125
3,"RM",38,"Sibling GWAS",0.05275
4,"RM",38,"Sibling GWAS",0.0526875
5,"RM",38,"Sibling GWAS",0.0500625
0,"RM + VT (5%)",38,"Sibling GWAS",0.051625
1,"RM + VT (5%)",38,"Sibling GWAS",0.0500625
2,"RM + VT (5%)",38,"Sibling GWAS",0.0470625
3,"RM + VT (5%)",38,"Sibling GWAS",0.04775
4,"RM + VT (5%)",38,"Sibling GWAS",0.04675
5,"RM + VT (5%)",38,"Sibling GWAS",0.0516875
0,"5xAM",38,"Sibling GWAS",0.0463125
1,"5xAM",38,"Sibling GWAS",0.0496875
2,"5xAM",38,"Sibling GWAS",0.051
3,"5xAM",38,"Sibling GWAS",0.05175
4,"5xAM",38,"Sibling GWAS",0.0484375
5,"5xAM",38,"Sibling GWAS",0.0520625
0,"5xAM + VT (5%)",38,"Sibling GWAS",0.0511875
1,"5xAM + VT (5%)",38,"Sibling GWAS",0.0510625
2,"5xAM + VT (5%)",38,"Sibling GWAS",0.04825
3,"5xAM + VT (5%)",38,"Sibling GWAS",0.050875
4,"5xAM + VT (5%)",38,"Sibling GWAS",0.0483125
5,"5xAM + VT (5%)",38,"Sibling GWAS",0.0475
0,"RM",39,"Sibling GWAS",0.048625
1,"RM",39,"Sibling GWAS",0.049875
2,"RM",39,"Sibling GWAS",0.0518125
3,"RM",39,"Sibling GWAS",0.0521875
4,"RM",39,"Sibling GWAS",0.053625
5,"RM",39,"Sibling GWAS",0.04875
0,"RM + VT (5%)",39,"Sibling GWAS",0.049375
1,"RM + VT (5%)",39,"Sibling GWAS",0.0491875
2,"RM + VT (5%)",39,"Sibling GWAS",0.04975
3,"RM + VT (5%)",39,"Sibling GWAS",0.0491875
4,"RM + VT (5%)",39,"Sibling GWAS",0.050375
5,"RM + VT (5%)",39,"Sibling GWAS",0.0495
0,"5xAM",39,"Sibling GWAS",0.0535
1,"5xAM",39,"Sibling GWAS",0.051625
2,"5xAM",39,"Sibling GWAS",0.0508125
3,"5xAM",39,"Sibling GWAS",0.0510625
4,"5xAM",39,"Sibling GWAS",0.051375
5,"5xAM",39,"Sibling GWAS",0.0483125
0,"5xAM + VT (5%)",39,"Sibling GWAS",0.050125
1,"5xAM + VT (5%)",39,"Sibling GWAS",0.0508125
2,"5xAM + VT (5%)",39,"Sibling GWAS",0.0503125
3,"5xAM + VT (5%)",39,"Sibling GWAS",0.051625
4,"5xAM + VT (5%)",39,"Sibling GWAS",0.046375
5,"5xAM + VT (5%)",39,"Sibling GWAS",0.051875
0,"RM",4,"Sibling GWAS",0.0499375
1,"RM",4,"Sibling GWAS",0.052625
2,"RM",4,"Sibling GWAS",0.0479375
3,"RM",4,"Sibling GWAS",0.05275
4,"RM",4,"Sibling GWAS",0.04975
5,"RM",4,"Sibling GWAS",0.051375
0,"RM + VT (5%)",4,"Sibling GWAS",0.0494375
1,"RM + VT (5%)",4,"Sibling GWAS",0.0475625
2,"RM + VT (5%)",4,"Sibling GWAS",0.0484375
3,"RM + VT (5%)",4,"Sibling GWAS",0.04975
4,"RM + VT (5%)",4,"Sibling GWAS",0.0481875
5,"RM + VT (5%)",4,"Sibling GWAS",0.0515
0,"5xAM",4,"Sibling GWAS",0.051
1,"5xAM",4,"Sibling GWAS",0.0500625
2,"5xAM",4,"Sibling GWAS",0.0479375
3,"5xAM",4,"Sibling GWAS",0.05275
4,"5xAM",4,"Sibling GWAS",0.04825
5,"5xAM",4,"Sibling GWAS",0.0493125
0,"5xAM + VT (5%)",4,"Sibling GWAS",0.051375
1,"5xAM + VT (5%)",4,"Sibling GWAS",0.050625
2,"5xAM + VT (5%)",4,"Sibling GWAS",0.0504375
3,"5xAM + VT (5%)",4,"Sibling GWAS",0.0481875
4,"5xAM + VT (5%)",4,"Sibling GWAS",0.0488125
5,"5xAM + VT (5%)",4,"Sibling GWAS",0.0491875
0,"RM",40,"Sibling GWAS",0.0488125
1,"RM",40,"Sibling GWAS",0.051375
2,"RM",40,"Sibling GWAS",0.0498125
3,"RM",40,"Sibling GWAS",0.0510625
4,"RM",40,"Sibling GWAS",0.0468125
5,"RM",40,"Sibling GWAS",0.0476875
0,"RM + VT (5%)",40,"Sibling GWAS",0.05225
1,"RM + VT (5%)",40,"Sibling GWAS",0.048875
2,"RM + VT (5%)",40,"Sibling GWAS",0.0506875
3,"RM + VT (5%)",40,"Sibling GWAS",0.050375
4,"RM + VT (5%)",40,"Sibling GWAS",0.0494375
5,"RM + VT (5%)",40,"Sibling GWAS",0.0471875
0,"5xAM",40,"Sibling GWAS",0.0485625
1,"5xAM",40,"Sibling GWAS",0.049125
2,"5xAM",40,"Sibling GWAS",0.0501875
3,"5xAM",40,"Sibling GWAS",0.05175
4,"5xAM",40,"Sibling GWAS",0.049875
5,"5xAM",40,"Sibling GWAS",0.051125
0,"5xAM + VT (5%)",40,"Sibling GWAS",0.050375
1,"5xAM + VT (5%)",40,"Sibling GWAS",0.0521875
2,"5xAM + VT (5%)",40,"Sibling GWAS",0.047875
3,"5xAM + VT (5%)",40,"Sibling GWAS",0.049125
4,"5xAM + VT (5%)",40,"Sibling GWAS",0.0505
5,"5xAM + VT (5%)",40,"Sibling GWAS",0.0505625
0,"RM",41,"Sibling GWAS",0.048875
1,"RM",41,"Sibling GWAS",0.0464375
2,"RM",41,"Sibling GWAS",0.0506875
3,"RM",41,"Sibling GWAS",0.0508125
4,"RM",41,"Sibling GWAS",0.0480625
5,"RM",41,"Sibling GWAS",0.0515625
0,"RM + VT (5%)",41,"Sibling GWAS",0.0515
1,"RM + VT (5%)",41,"Sibling GWAS",0.0491875
2,"RM + VT (5%)",41,"Sibling GWAS",0.0504375
3,"RM + VT (5%)",41,"Sibling GWAS",0.0500625
4,"RM + VT (5%)",41,"Sibling GWAS",0.0489375
5,"RM + VT (5%)",41,"Sibling GWAS",0.0485625
0,"5xAM",41,"Sibling GWAS",0.0505
1,"5xAM",41,"Sibling GWAS",0.051875
2,"5xAM",41,"Sibling GWAS",0.05
3,"5xAM",41,"Sibling GWAS",0.050875
4,"5xAM",41,"Sibling GWAS",0.0535
5,"5xAM",41,"Sibling GWAS",0.0499375
0,"5xAM + VT (5%)",41,"Sibling GWAS",0.0495625
1,"5xAM + VT (5%)",41,"Sibling GWAS",0.0531875
2,"5xAM + VT (5%)",41,"Sibling GWAS",0.0478125
3,"5xAM + VT (5%)",41,"Sibling GWAS",0.05125
4,"5xAM + VT (5%)",41,"Sibling GWAS",0.0523125
5,"5xAM + VT (5%)",41,"Sibling GWAS",0.0518125
0,"RM",42,"Sibling GWAS",0.047
1,"RM",42,"Sibling GWAS",0.0474375
2,"RM",42,"Sibling GWAS",0.053625
3,"RM",42,"Sibling GWAS",0.0501875
4,"RM",42,"Sibling GWAS",0.0524375
5,"RM",42,"Sibling GWAS",0.0475625
0,"RM + VT (5%)",42,"Sibling GWAS",0.0484375
1,"RM + VT (5%)",42,"Sibling GWAS",0.0504375
2,"RM + VT (5%)",42,"Sibling GWAS",0.0485
3,"RM + VT (5%)",42,"Sibling GWAS",0.0516875
4,"RM + VT (5%)",42,"Sibling GWAS",0.048375
5,"RM + VT (5%)",42,"Sibling GWAS",0.0525
0,"5xAM",42,"Sibling GWAS",0.0500625
1,"5xAM",42,"Sibling GWAS",0.0505
2,"5xAM",42,"Sibling GWAS",0.050625
3,"5xAM",42,"Sibling GWAS",0.0516875
4,"5xAM",42,"Sibling GWAS",0.05375
5,"5xAM",42,"Sibling GWAS",0.04875
